Name,Jname,Glitch #,Time of glitch (MJD),Error in time (days),dF/F (10^-9),Error in dF/F (10^-9),dF1/F1 (10^-3),Error in dF1/F1 (10^-3),Galactic Longitude (deg),Galactic Latitude (deg),RA (deg),dec (deg),P0 (s),P1,F0 (Hz),F1 (Hz/s),F2 (Hz/s^2),Distance (kpc),Age (yrs),dF0 (Hz),Random Mass (Solar Masses),black GW Freq. (kHz),orange GW Freq. (kHz),purple GW Freq. (kHz),black GW tau (s),orange GW tau (s),purple GW tau (s),black h0,orange h0,purple h0,black strain (Hz^0.5),orange strain (Hz^0.5),purple strain (Hz^0.5),Glitch Energy (ergs),black differentiation metric,orange differentiation metric,purple differentiation metric
B0740-28,J0742-2822,7,55020.46900000001,0.004,92.0,2,-372,96,243.773,-2.444,115.704408,-28.378822,0.166762292,1.68E-14,5.996559477000001,-6.05E-13,-1.32E-24,2.0,1.57E+05,5.51683471884e-07,1.4653640935867538,1.921668210788604,1.4605015608365606,2.2882781672125114,0.14630931951639986,0.13837481842411728,0.1071422178320743,2.8208950402014518e-24,3.816548369899382e-24,2.7682938977148e-24,1.0790036714890462e-24,1.4197088934550794e-24,9.061341774503439e-25,1.3067400868939538e+41,0.2811579682567783,0.20209663828889896,0.24517119785186264
B0740-28,J0742-2822,8,56725.2,0.2,2.4,0.1,-1.1,0.6,243.773,-2.444,115.704408,-28.378822,0.166762292,1.68E-14,5.996559477000001,-6.05E-13,-1.32E-24,2.0,1.57E+05,1.4391742744800001e-08,1.4653640935867538,1.921668210788604,1.4605015608365606,2.2882781672125114,0.14630931951639986,0.13837481842411728,0.1071422178320743,4.556156511750309e-25,6.1642817120502615e-25,4.471198002323122e-25,1.7427481469520509e-25,2.293036723281718e-25,1.4635387259268827e-25,3.4088871832016205e+39,0.2811579682567783,0.20209663828889896,0.24517119785186264
B0740-28,J0742-2822,9,59839.4,0.5,4304.2,1,X,X,243.773,-2.444,115.704408,-28.378822,0.166762292,1.68E-14,5.996559477000001,-6.05E-13,-1.32E-24,2.0,1.57E+05,2.58103913009034e-05,1.4653640935867538,1.921668210788604,1.4605015608365606,2.2882781672125114,0.14630931951639986,0.13837481842411728,0.1071422178320743,1.9294753523432064e-23,2.6104962807196858e-23,1.8934964851798828e-23,7.380320641342484e-24,9.710724002082683e-24,6.1979036312579915e-24,6.113555089140172e+42,0.2811579682567783,0.20209663828889896,0.24517119785186264
B0756-15,J0758-1528,1,49963.0,4,0.11,0.03,2,2,234.46400000000003,7.224,119.621128,-15.469094,0.6822651759999999,1.62E-15,1.465705763,-3.48E-15,-2.37E-26,2.71,6.68E+06,1.6122763393e-10,0.9807204456708134,1.6394569524108125,1.3136153323557591,2.209941920923754,0.2431158937583097,0.23750153065743304,0.12105471069020797,1.5999352912920006e-26,2.020262006985306e-26,1.6820442030518606e-26,7.888766364584757e-27,9.845570878933984e-27,5.852322515768624e-27,9.334334752139187e+36,0.39857804226362925,0.3119856521295654,0.2675238798795875
B0818-13,J0820-1350,1,49927.0,20,0.035,0.002,0.159,0.004,235.89,12.595,125.1099238,-13.8488497,1.238129544,2.11E-15,0.8076699279999999,-1.37E-15,1.80E-28,1.9,9.32E+06,2.8268447480000015e-11,1.1722785212155882,1.752996861488387,1.3673786711362108,2.2386145758865155,0.17750765076477618,0.17735972637652034,0.11281607123089735,7.763542276540601e-27,9.957109717288044e-27,7.62578902778793e-27,3.2709089901789286e-27,4.193346960160849e-27,2.561357929033911e-27,9.01847210163314e+35,0.3111703546808293,0.24251790696580833,0.25255170145173816
B0818-13,J0820-1350,2,58063.0,10,0.08199999999999999,0.006,0.14,0.07,235.89,12.595,125.1099238,-13.8488497,1.238129544,2.11E-15,0.8076699279999999,-1.37E-15,1.80E-28,1.9,9.32E+06,6.6228934096e-11,1.1722785212155882,1.752996861488387,1.3673786711362108,2.2386145758865155,0.17750765076477618,0.17735972637652034,0.11281607123089735,1.1883184123229312e-26,1.5240744996426218e-26,1.1672333565559592e-26,5.006582355849813e-27,6.418502307992771e-27,3.9205155059406604e-27,2.1128991780969065e+36,0.3111703546808293,0.24251790696580833,0.25255170145173816
B0833-45,J0835-4510,1,40280.0,4,2340.0,10,10,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.61954808596e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.8327862571354995e-22,2.5653159755774674e-22,1.8506232913463226e-22,6.875175609895054e-23,9.215252828453458e-23,6.019883475434572e-23,1.1583344910211098e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,2,41192.0,8,2050.0,30,15,6,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.2949032377e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.7154608911866562e-22,2.401097898080835e-22,1.7321560919959686e-22,6.435062917401277e-23,8.625340662645748e-23,5.634522100656138e-23,1.0147802164928524e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,3,41312.0,4,12.0,2,3,6,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,1.3433579928e-07,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.3124854996697918e-23,1.837060926722003e-23,1.3252588651769123e-23,4.923415515878978e-24,6.599179618489477e-24,4.310928096742892e-24,5.940176877031331e+40,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,4,42683.0,3,1990.0,10,11,7,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.22773533806e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.6901701570696198e-22,2.3656989397942772e-22,1.7066192235095231e-22,6.340191931938111e-23,8.498178802828042e-23,5.551453345748128e-23,9.850793321076959e+42,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,5,43693.0,12,3060.0,60,18,9,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,3.42556288164e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,2.0958712690551468e-22,2.933551050117621e-22,2.1162686980417903e-22,7.862064097429793e-23,1.0538044774746957e-22,6.884000122819769e-23,1.5147451036429893e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,6,44888.4,0.4,1145.0,3,49,4,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,1.28178741813e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.2820549337995638e-22,1.7944678439395262e-22,1.294532143089685e-22,4.8092639155754685e-23,6.446174674724054e-23,4.210977292377621e-23,5.667918770167394e+42,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,7,45192.0,1,2050.0,10,23,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.2949032377e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.7154608911866562e-22,2.401097898080835e-22,1.7321560919959686e-22,6.435062917401277e-23,8.625340662645748e-23,5.634522100656138e-23,1.0147802164928524e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,8,46257.228,0.001,1601.0,1,17,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,1.7922634553939998e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.5160012415167478e-22,2.1219180298396733e-22,1.5307552620160323e-22,5.686846853891485e-23,7.622457160204104e-23,4.979386323426725e-23,7.925185983439299e+42,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,9,47519.8036,0.0001,1805.0,1,77,6,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.02063431417e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.6096909194139442e-22,2.2530536854681817e-22,1.6253567461772422e-22,6.038296994828521e-23,8.093529040996367e-23,5.287115029704571e-23,8.935016052534627e+42,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,10,48457.38200000001,0.001,2715.0,2,600,60,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,3.03934745871e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.9741893647098138e-22,2.763235208900193e-22,1.9934025616114573e-22,7.405609092017362e-23,9.926227925496631e-23,6.484329467075798e-23,1.3439650184283383e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,11,48550.0,19,5.55,0.3,1.053,0.013,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,6.2130307167e-08,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,8.925866408450789e-24,1.2493365008779766e-23,9.012734685571989e-24,3.348284547073921e-24,4.487927348136633e-24,2.9317480686563727e-24,2.7473318056269905e+40,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,12,49559.0,0.2,835.0,2,0,5,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,9.3475326999e-06,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.094831107985113e-22,1.5324142250297046e-22,1.105486218395383e-22,4.106947060121447e-23,5.504812918178024e-23,3.5960307262736336e-23,4.1333730769343006e+42,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,13,49591.2,X,199.0,2,120,20,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.22773533806e-06,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,5.34478732958454e-23,7.480996907995462e-23,5.396803844918071e-23,2.004944730754769e-23,2.687360098029957e-23,1.7555236896726315e-23,9.850793321076956e+41,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,14,50369.345,0.002,2110.0,17,5.95,0.03,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.36207113734e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.7403841468288237e-22,2.4359825037533905e-22,1.757321905635176e-22,6.52855541203511e-23,8.75065483998452e-23,5.716383853061902e-23,1.0444811008780089e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,15,51457.0,99,38.0,4,3.66,0.19,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,4.2539669772e-07,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,2.3355850641051305e-23,3.269073878059998e-23,2.358315434615352e-23,8.761282121717494e-24,1.1743326197637048e-23,7.671352771300712e-24,1.8810560110599213e+41,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,16,51559.319,0.001,3085.72,0.04,6.736,0.001,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,3.4543555212856794e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,2.1046609765602416e-22,2.945853836105722e-22,2.125143948698936e-22,7.895036181556825e-23,1.0582239441000181e-22,6.912870382381034e-23,1.5274768827494262e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,17,53193.0,X,2100.0,X,X,X,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.3508764874e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.7362551157523083e-22,2.430203177690136e-22,1.7531526900208938e-22,6.513066528026277e-23,8.729894063784631e-23,5.702821831931343e-23,1.039530953480483e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,18,53960.0,X,2620.0,X,230,40,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.93299828428e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.9393425968460452e-22,2.7144608523978267e-22,1.9582166581894085e-22,7.274891367804883e-23,9.751018309607794e-23,6.369873413502335e-23,1.2969386181518407e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,19,55408.8,X,1940.0,X,75,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.17176208836e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.6688017863316185e-22,2.3357900387356606e-22,1.685042891609438e-22,6.260034575481984e-23,8.39073859362952e-23,5.481267800978875e-23,9.603285951200654e+42,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,20,56556.0,X,3100.0,X,148,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,3.4703414814e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,2.1095252979471346e-22,2.952662333995511e-22,2.1300556106126657e-22,7.913283297731805e-23,1.0606697258295877e-22,6.928847503456749e-23,1.5345456932330938e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,21,56922.0,3,0.4,X,0.1,X,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,4.477859976000001e-09,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,2.396259715225281e-24,3.35399903025662e-24,2.4195805833036417e-24,8.988885793392837e-25,1.2048398460250076e-24,7.870641874562983e-25,1.980058959010444e+39,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,22,57734.48499,0,1431.0,X,X,X,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,1.601954406414e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.4332557998525002e-22,2.006100812975953e-22,1.4472045255346675e-22,5.376450897928154e-23,7.206412920255553e-23,4.707604540361274e-23,7.083660925859862e+42,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,23,58515.5929,0.005,2501.2,0.32,8.69,0.28,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,2.8000058429928003e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.894864245122605e-22,2.652205351627199e-22,1.9133054344503456e-22,7.108043500113394e-23,9.527381071534551e-23,6.223781912918421e-23,1.2381308670692305e+43,0.2854012270240608,0.19526356007520518,0.24510248648462493
B0833-45,J0835-4510,24,59417.2108,X,1260.0,X,X,X,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04,1.41052589244e-05,1.6094033007191486,2.0282051635381033,1.5131724470071384,2.3163682036575883,0.14071615246565713,0.1290425030282646,0.10581326668946826,1.3448974296152242e-22,1.8824272870188478e-22,1.357986234361931e-22,5.044999639157347e-23,6.762146864638574e-23,4.4173867962916327e-23,6.237185720882898e+42,0.2854012270240608,0.19526356007520518,0.24510248648462493
J0834-4159,J0834-4159,1,53415.0,2,102.7,0.1,0.26,0.04,260.886,-1.036,128.574196,-41.993331,0.121117759,4.28E-15,8.256427514,-2.92E-13,*,5.507999999999999,4.48E+05,8.479351056878001e-07,1.3470834964056333,1.849379688479645,1.4210155525594752,2.267219789573263,0.15428673454588854,0.14978132176810804,0.1088046037495718,1.5077465735079678e-24,1.9915493236297128e-24,1.4645407758728954e-24,5.922330554555202e-25,7.707612922553408e-25,4.830867252670854e-25,2.765361320991465e+41,0.285334753071017,0.2128415877153966,0.24668395081770644
B0844-35,J0846-3533,1,55679.0,5,0.62,0.04,3,1,257.19,4.71,131.52517,-35.56144000000001,1.1160984090000001,1.60E-15,0.89597834,-1.29E-15,9.30E-28,0.535,1.10E+07,5.555065708e-10,1.560316778276102,1.98896633994782,1.4945670666567317,2.306445723704909,0.14226069696906096,0.1317884755411281,0.10619912932184,1.2673744243685707e-25,1.7523494352855554e-25,1.2649434808356616e-25,4.7802147194402317e-26,6.361498514722347e-26,4.122224111745958e-26,1.9660013278996825e+37,0.2829517377689791,0.19696671530866625,0.24494252768554248
B0853-33,J0855-3331,1,54521.0,18,0.06,0.01,0.03,0.01,256.847,7.517,133.91006000000002,-33.52758,1.267535703,6.32E-15,0.7889324129999999,-3.93E-15,4.90E-28,0.503,3.18E+06,4.733594478e-11,1.2600327027641498,1.8008493271622654,1.3936807123783268,2.2526417804920773,0.16350318168602987,0.1614555058479273,0.1105124833383344,3.8040150112373167e-26,4.9464427230707346e-26,3.699004845401315e-26,1.538173504296193e-26,1.9875561853357108e-26,1.2296756387362784e-26,1.4751220149083463e+36,0.2944445947281765,0.22501742440754244,0.24894503723386663
J0901-4624,J0901-4624,1,57179.0,6,0.9,0.1,0.02,0.04,267.404,-0.004,135.41717,-46.41347,0.44199513100000004,8.75E-14,2.262468363,-4.48E-13,*,3.032,8.00E+04,2.0362215267e-09,1.3970190910899905,1.878700743835612,1.4373285843311332,2.275919731615468,0.15041485081003986,0.14444349136063295,0.10802417200937213,7.004979546081813e-26,9.343396654758293e-26,6.823267902207457e-26,2.716765979412726e-26,3.5510253688617326e-26,2.2426055697171347e-26,1.819720279766233e+38,0.2825844921007445,0.2076127589532248,0.24585434456755334
J0905-5127,J0905-5127,1,49552.0,2,13.6,0.4,-1.8,0.9,271.633,-2.854,136.4665,-51.465014,0.346301153,2.49E-14,2.887660037,-2.07E-13,*,1.33,2.21E+05,3.927217650319999e-08,1.3957180375029317,1.8779174705675097,1.4368972206783017,2.275689680032704,0.1505053490949244,0.14457205082419994,0.10804293344670132,7.924040207923026e-25,1.056650261667189e-24,7.717700428994877e-25,3.0741328957945435e-25,4.017662355233505e-25,2.536799249261393e-25,4.479485438844889e+39,0.2826366244792205,0.20773517801705507,0.24587218864511848
J0905-5127,J0905-5127,2,52931.0,67,8.3,0.5,1.2,0.1,271.633,-2.854,136.4665,-51.465014,0.346301153,2.49E-14,2.887660037,-2.07E-13,*,1.33,2.21E+05,2.3967578307100005e-08,1.3957180375029317,1.8779174705675097,1.4368972206783017,2.275689680032704,0.1505053490949244,0.14457205082419994,0.10804293344670132,6.190365080577193e-25,8.254691685773008e-25,6.0291697144893635e-25,2.4015533025883206e-25,3.1386510033757008e-25,1.9817811466126158e-25,2.7338036134126914e+39,0.2826366244792205,0.20773517801705507,0.24587218864511848
B0919+06,J0922+0638,1,55152.0,8,1256.2,0.4,0.1,0.9,225.42,36.392,140.558425,6.6398100000000015,0.43062709899999996,1.37E-14,2.322194777,-7.40E-14,1.80E-24,1.1,4.97E+05,2.9171410788674013e-06,1.1934810204889374,1.7646018823854281,1.3736272836653565,2.2419470383992293,0.17355880941464047,0.17304918296265556,0.1121956878442446,7.338385944982947e-24,9.440976857039225e-24,7.183848852876516e-24,3.057200203675473e-24,3.927369016608091e-24,2.4062750554922783e-24,2.67579706196162e+41,0.30626220179764835,0.23770507913350183,0.25153679008356855
J0940-5428,J0940-5428,1,55346.0,8,1573.9,1.1,11,2,277.51,-1.2919999999999998,145.24258,-54.47794,0.087545204,3.29E-14,11.42267024,-4.29E-12,*,0.377,4.22E+04,1.7978140690736005e-05,1.397459243143056,1.8789659878587917,1.4374745956201955,2.27599760124572,0.15038435066339886,0.1444001186565978,0.10801784290959884,1.189405329940005e-22,1.5865953179338991e-22,1.1585921227920714e-22,4.6124450237011117e-23,6.029064685253604e-23,3.807836755038506e-23,8.111655719224831e+42,0.28256708000275615,0.20757150217340117,0.245848351353984
J0940-5428,J0940-5428,2,58322.0,16,1100.5,0.6,4,0.2,277.51,-1.2919999999999998,145.24258,-54.47794,0.087545204,3.29E-14,11.42267024,-4.29E-12,*,0.377,4.22E+04,1.257064859912e-05,1.397459243143056,1.8789659878587917,1.4374745956201955,2.27599760124572,0.15038435066339886,0.1444001186565978,0.10801784290959884,9.945722464590427e-23,1.326699679123275e-22,9.688064625985708e-23,3.856893603396449e-23,5.0414608520057857e-23,3.184085912746826e-23,5.671819759201298e+42,0.28256708000275615,0.20757150217340117,0.245848351353984
J1016-5857,J1016-5857,1,52549.0,22,1622.6,0.5,3.7,0.1,284.079,-1.88,154.08817,-58.95336,0.107386458,8.08E-14,9.31216109,-7.01E-12,*,3.1630000000000003,2.10E+04,1.5109912584633999e-05,1.3382090836434857,1.8443085956487704,1.4181669107149664,2.2657005735689597,0.1550688607902678,0.15082320685285056,0.10895714729503288,1.1773250924372582e-23,1.5524973068318072e-23,1.1433044981891644e-23,4.6361630192725294e-24,6.029272889298028e-24,3.773894665085601e-24,5.557884631735239e+42,0.28599483287295346,0.2138924813266314,0.24686427112079362
J1016-5857,J1016-5857,2,55041.0,30,1912.0,0.4,4.4,0.3,284.079,-1.88,154.08817,-58.95336,0.107386458,8.08E-14,9.31216109,-7.01E-12,*,3.1630000000000003,2.10E+04,1.780485200408e-05,1.3382090836434857,1.8443085956487704,1.4181669107149664,2.2657005735689597,0.1550688607902678,0.15082320685285056,0.10895714729503288,1.2780110487288285e-23,1.68526834601424e-23,1.2410809810587546e-23,5.0326520689985685e-24,6.544902013744099e-24,4.0966417089893216e-24,6.549165176801291e+42,0.28599483287295346,0.2138924813266314,0.24686427112079362
J1016-5857,J1016-5857,3,55595.0,5,1464.4,1.1,4,5,284.079,-1.88,154.08817,-58.95336,0.107386458,8.08E-14,9.31216109,-7.01E-12,*,3.1630000000000003,2.10E+04,1.3636728700196002e-05,1.3382090836434857,1.8443085956487704,1.4181669107149664,2.2657005735689597,0.1550688607902678,0.15082320685285056,0.10895714729503288,1.1184601744081806e-23,1.4748742040082445e-23,1.0861405712496159e-23,4.4043601316487264e-24,5.727816089741722e-24,3.5852042162557464e-24,5.016002868675633e+42,0.28599483287295346,0.2138924813266314,0.24686427112079362
J1016-5857,J1016-5857,4,56975.0,8,6.21,2.35,X,X,284.079,-1.88,154.08817,-58.95336,0.107386458,8.08E-14,9.31216109,-7.01E-12,*,3.1630000000000003,2.10E+04,5.7828520368900015e-08,1.3382090836434857,1.8443085956487704,1.4181669107149664,2.2657005735689597,0.1550688607902678,0.15082320685285056,0.10895714729503288,7.2834386185182675e-25,9.60441505269878e-25,7.072972612516011e-25,2.8681295415535624e-25,3.72996713359685e-25,2.3346933079462377e-25,2.127108564222596e+40,0.28599483287295346,0.2138924813266314,0.24686427112079362
J1016-5857,J1016-5857,5,55595.0,5,1464.4,1.1,4,5,284.079,-1.88,154.08817,-58.95336,0.107386458,8.08E-14,9.31216109,-7.01E-12,*,3.1630000000000003,2.10E+04,1.3636728700196002e-05,1.3382090836434857,1.8443085956487704,1.4181669107149664,2.2657005735689597,0.1550688607902678,0.15082320685285056,0.10895714729503288,1.1184601744081806e-23,1.4748742040082445e-23,1.0861405712496159e-23,4.4043601316487264e-24,5.727816089741722e-24,3.5852042162557464e-24,5.016002868675633e+42,0.28599483287295346,0.2138924813266314,0.24686427112079362
J1019-5749,J1019-5749,1,55595.0,10,1.33,0.4,0.12,0.22,283.837,-0.679,154.96725,-57.81831,0.16249871,2.01E-14,6.153895006,-7.60E-13,*,10.913,1.28E+05,8.18468035798e-09,1.1468147301667877,1.7389350596728363,1.3599587948131124,2.2346574638747905,0.18283853619140716,0.18300049375159846,0.11362261597046992,6.305939225473396e-26,8.05963049846871e-26,6.224774997771047e-26,2.696395841494988e-26,3.447793625376734e-26,2.0982442899331057e-26,1.9895227114368366e+39,0.3179443408424987,0.24887313093262836,0.2539076268433896
J1019-5749,J1019-5749,2,55981.0,10,377.8,0.4,0.51,0.3,283.837,-0.679,154.96725,-57.81831,0.16249871,2.01E-14,6.153895006,-7.60E-13,*,10.913,1.28E+05,2.3249415332668003e-06,1.1468147301667877,1.7389350596728363,1.3599587948131124,2.2346574638747905,0.18283853619140716,0.18300049375159846,0.11362261597046992,1.0628082994695667e-24,1.3583769012279906e-24,1.0491288122849097e-24,4.544528224153578e-25,5.810940367306779e-25,3.5363985695376274e-25,5.651441205870956e+41,0.3179443408424987,0.24887313093262836,0.2539076268433896
J1023-5746,J1023-5746,1,55043.0,8,3570.0,1,10.62,0.07,284.166,-0.407,155.762,-57.7681,0.11147243400000001,3.84E-13,8.970827684,-3.09E-11,7.10E-21,2.08,4.60E+03,3.202585483188e-05,1.110780055629833,1.7186839208127629,1.3496103058810829,2.229138486458865,0.1916780566099263,0.19196428724188136,0.11489088728351053,2.4692004062354644e-23,3.142099590615723e-23,2.4590010297599196e-23,1.0810419284659194e-23,1.376671007980956e-23,8.334921277727812e-24,1.1348287792618975e+43,0.32943399386811884,0.25907698042275956,0.2561076985870807
J1023-5746,J1023-5746,2,56004.0,8,2822.0,4,12.6,0.2,284.166,-0.407,155.762,-57.7681,0.11147243400000001,3.84E-13,8.970827684,-3.09E-11,7.10E-21,2.08,4.60E+03,2.5315675724248e-05,1.110780055629833,1.7186839208127629,1.3496103058810829,2.229138486458865,0.1916780566099263,0.19196428724188136,0.11489088728351053,2.1953346715917085e-23,2.7936007767751103e-23,2.186266535709001e-23,9.611406271489503e-24,1.2239806811806815e-23,7.410472483228011e-24,8.970551302736906e+42,0.32943399386811884,0.25907698042275956,0.2561076985870807
